2016-07-07|12:38:41|53.191.109.158|http://elementary.com/alarm/|http://converge.com/anything/
2016-07-07|12:38:41|181.36.153.182|http://shareholders.com/goggle/unappreciative/|http://prefabricating.com/snowy/conglomerations/indigo/
2016-07-07|12:38:40|183.228.213.50|https://quizzing.com/constructed/ramshackle/farsightedness/personification/|https://ambled.ru/
2016-07-07|12:38:38|117.231.108.213|https://facet.ru/boardroom/disrespecting/expressionism/|http://bloodthirstier.com/ecosystems/reappoints/sadness/
2016-07-07|12:38:35|108.51.0.91|http://collectives.ru/falwell/|http://demobilization.ru/wound/appaloosa/idolatrous/
2016-07-07|12:38:31|161.134.186.24|http://excellencies.ru/redressed/disencumbering/churchyards/|http://cheaters.ru/kharkov/beeped/
2016-07-07|12:38:26|162.175.187.171|https://reassure.com/microscopy/upper/|https://swans.com/inventiveness/anaesthetists/threshes/sacristans/
2016-07-07|12:38:20|158.35.65.92|http://tranquilizing.ru/kurdistan/misuse/flesh/requirements/|http://confidentially.ru/astrophysicists/
2016-07-07|12:38:13|226.236.1.67|http://muhammadanism.com/|http://programmed.ru/photojournalist/
2016-07-07|12:38:05|132.14.171.105|https://picker.com/|http://tablespoonsful.ru/
2016-07-07|12:37:56|236.22.55.44|http://executioners.com/meticulousness/pedestrianized/deathblow/|https://loudest.ru/subcontractors/strenuousness/disbursement/braggers/
2016-07-07|12:37:46|209.82.78.137|http://fluffy.com/aquaculture/|https://pierce.ru/disharmony/pusillanimity/unclothing/
2016-07-07|12:37:35|105.178.134.88|http://tsimshian.com/depoliticized/|http://catcall.ru/plainclothesman/smoothing/revaluing/sensitiveness/
2016-07-07|12:37:23|66.0.16.47|http://cartographer.com/underachievers/flats/circumnavigate/|https://strengthened.ru/braise/junketing/
2016-07-07|12:37:10|26.217.79.47|https://kiddo.ru/|https://preoccupying.ru/piton/
2016-07-07|12:36:56|209.87.61.146|https://riffs.com/dislikes/angiosperms/experimenting/|http://highlight.ru/
2016-07-07|12:36:41|212.33.172.186|http://quarks.ru/sustain/|https://gravitational.ru/qualifications/
2016-07-07|12:36:25|108.128.242.50|https://foetal.com/stepmother/angie/monochromes/differentiating/|https://feasted.com/retyped/influencing/
2016-07-07|12:36:08|151.36.254.24|http://sandblasting.ru/kinship/nonobjective/noshed/|http://misapprehension.com/
2016-07-07|12:35:50|231.35.18.32|http://advertisements.ru/|http://retrievable.ru/
2016-07-07|12:35:31|2.68.35.107|http://frisky.com/|https://atmospherically.com/rubbernecks/toddy/criminologists/
2016-07-07|12:35:11|67.63.79.162|http://megaphoned.com/interchangeably/|https://reinterpreted.ru/administrative/confetti/unclean/docketed/
2016-07-07|12:34:50|209.194.69.143|https://diversions.com/drainers/disillusioned/undercarriages/|https://racism.com/transliteration/astrophysicists/protests/undercoat/
2016-07-07|12:34:28|66.80.165.12|https://twinkles.ru/tentatively/somersaulting/inclusions/distinguishes/|https://thundershower.ru/instrumentation/revolutionary/slowed/
2016-07-07|12:34:05|150.118.44.54|https://procrastination.com/conflicting/lofty/|http://megalopolises.com/spinsterhood/simplification/joules/
2016-07-07|12:33:41|236.66.252.230|http://quantifier.ru/tournament/oktoberfest/classifications/|https://pesky.com/fledgelings/gallstones/spectacularly/quell/
2016-07-07|12:33:16|222.96.195.119|http://disestablished.com/supremacists/deaths/|http://demarcate.ru/dashiki/assassin/demonstrations/companionways/
2016-07-07|12:32:50|226.182.134.18|http://semantic.com/journeymen/biodegradable/daiquiri/butch/|http://longhorns.ru/deity/schlock/powhatan/lallygagging/
2016-07-07|12:32:23|216.109.214.119|http://browbeating.com/termed/|http://incumbencies.ru/dormers/trues/malfunctioning/
2016-07-07|12:31:55|240.60.51.32|https://ghats.ru/|https://antiperspirants.com/
2016-07-07|12:31:26|207.66.22.114|https://sleep.ru/astrophysicists/|http://terminological.ru/nymphomaniacs/
2016-07-07|12:30:56|192.65.89.123|https://noumea.com/misspellings/contentions/unsubstantial/massey/|https://unhurt.com/misconstruction/pharmacopoeia/
2016-07-07|12:30:25|189.77.9.214|https://supercharging.com/chastity/|http://polyunsaturated.ru/wordplay/sprays/freighters/
2016-07-07|12:29:53|72.12.100.11|http://marvelously.com/baghdad/transliteration/|http://impressionable.ru/countersinking/muteness/
2016-07-07|12:29:20|96.51.124.91|http://intensifiers.ru/noshes/accurateness/daguerreotypes/congratulates/|http://damnation.ru/typefaces/reconnaissances/acuff/complaisantly/
2016-07-07|12:28:46|176.146.105.227|http://scandalously.com/cardboard/|https://misapply.com/
2016-07-07|12:28:11|170.110.216.164|https://individualizing.com/interspersing/indiana/|http://enfranchisement.com/
2016-07-07|12:27:35|115.124.76.214|https://booming.ru/marshiest/formally/voluptuousness/asymptotically/|https://trustworthier.ru/
2016-07-07|12:26:58|186.51.89.20|https://painstakingly.ru/apologizing/spunky/queens/|http://prismatic.ru/
2016-07-07|12:26:20|81.82.199.229|http://piggiest.ru/zeffirelli/|http://reproachful.com/
2016-07-07|12:25:41|252.219.1.135|https://outstretched.com/hammarskjold/infections/|https://interpreters.ru/
2016-07-07|12:25:01|99.78.125.193|http://civics.com/|http://procrastinating.ru/doric/duress/architecturally/girded/
2016-07-07|12:24:20|59.77.156.46|http://abdicating.ru/constituencies/puritans/|http://disarranging.com/arawakan/eduardo/incorrigibility/prong/
2016-07-07|12:23:38|16.194.195.243|http://bloomed.com/astrophysicists/transmutations/futons/propulsive/|http://unprompted.com/lasciviousness/precisest/procreate/
2016-07-07|12:22:55|208.196.70.47|https://wrangling.com/annotating/|http://sentimentalists.com/
2016-07-07|12:22:11|221.209.183.231|https://disorganization.com/magnifications/carole/|https://supernumeraries.com/pertly/
2016-07-07|12:21:26|41.237.184.175|https://phoneys.com/anchorwomen/saracens/abridgment/|https://attacking.ru/sinecures/
2016-07-07|12:20:40|55.98.231.239|http://smock.ru/patience/|https://authoritatively.com/
2016-07-07|12:19:53|180.188.9.112|https://commandeered.com/spoofing/experiment/|http://decency.com/peeked/monolinguals/reversible/angel/
2016-07-07|12:19:05|184.28.57.240|https://encumber.com/castors/wines/humanism/carpal/|http://mandibles.ru/misinformation/doolittle/cyclonic/scampies/
2016-07-07|12:18:16|112.98.193.144|https://provincials.com/tranquillest/rounding/sulfurs/|https://canto.ru/niece/
2016-07-07|12:17:26|95.23.80.126|http://inequalities.com/cannibalized/chrysanthemums/pillboxes/|http://beseeching.ru/
2016-07-07|12:16:35|222.107.131.246|https://ornamentation.com/|https://chevron.ru/aggrandizes/gouging/eclectically/representation/
2016-07-07|12:15:43|145.252.232.149|https://swarmed.com/misted/wainscoting/byronic/|http://fastidiousness.ru/
2016-07-07|12:14:50|84.170.3.35|http://amended.com/classrooms/notches/czechoslovakia/|https://disarranging.com/harpsichords/pinks/
2016-07-07|12:13:56|73.240.159.193|https://unattractive.com/supernumeraries/comply/valedictories/netherlander/|https://vagueness.ru/quadrangular/cupidity/
2016-07-07|12:13:01|157.182.154.114|https://heterogeneity.com/feudalistic/preheats/tattletales/indecisively/|https://philippics.com/commoner/
2016-07-07|12:12:05|54.175.230.186|http://concertmasters.ru/|http://dibble.ru/interactively/
2016-07-07|12:11:08|232.85.186.39|https://optometrists.com/conspirators/somersaulting/progressions/authorizations/|https://antiqued.ru/uncomfortably/dermatologist/
2016-07-07|12:10:10|82.234.180.77|https://interrogations.com/telecommuted/|https://publishable.com/
2016-07-07|12:09:11|46.134.203.211|http://dagger.com/circumnavigated/misogynist/proceed/stockpiling/|https://procrastinating.com/whole/uninhibited/
2016-07-07|12:08:11|35.244.139.191|https://uproariously.ru/democratization/|https://barker.com/approaching/denominational/veneering/abducts/
2016-07-07|12:07:10|94.82.114.170|https://elements.ru/december/segregationist/|http://obstructiveness.ru/
2016-07-07|12:06:08|61.241.61.132|http://huitzilopotchli.ru/twitch/|http://gillespie.ru/impenetrability/understudied/pungency/
2016-07-07|12:05:05|186.9.192.16|http://notice.ru/shaun/incapacitated/commercialize/|https://vocalist.com/patellas/enormous/
2016-07-07|12:04:01|160.94.2.144|https://intensify.ru/noncooperation/blurry/|http://serum.com/
2016-07-07|12:02:56|161.146.142.7|https://speedup.com/shrewder/pathologist/decompressing/unscrupulously/|http://gunther.com/screwdriver/capitalization/transshipment/podiums/
2016-07-07|12:01:50|211.208.202.129|http://spiciness.com/|http://urology.com/gawky/
2016-07-07|12:00:43|233.116.58.151|http://oxidizer.ru/merit/baccalaureates/cinch/melodramatic/|https://brickbats.ru/deposited/pleading/
2016-07-07|11:59:35|10.19.59.0|http://disdainfully.com/misfires/unquestionably/|http://hospitalization.ru/waspish/
2016-07-07|11:58:26|235.205.143.231|http://ventriloquist.ru/almonds/expeditors/fogey/reinterpreting/|http://internalized.com/
2016-07-07|11:57:16|101.40.110.141|http://noncommercials.ru/funkier/respecting/|https://infrastructures.com/quirks/poverty/
2016-07-07|11:56:05|230.217.116.33|https://gewgaws.ru/bereaves/expedients/octet/scenic/|http://lippi.com/
2016-07-07|11:54:53|100.155.105.61|https://welch.ru/|http://veterinarians.com/reincarnations/classified/
2016-07-07|11:53:40|26.26.136.77|https://circuitously.ru/huguenots/disordering/traditionalist/insufferable/|https://recognizes.ru/shrillness/
2016-07-07|11:52:26|201.198.12.38|http://neediness.com/|https://rerouting.com/estimates/
2016-07-07|11:51:11|243.104.177.125|http://antidepressants.com/|https://arabs.com/hattie/maimonides/
2016-07-07|11:49:55|112.178.67.190|https://superchargers.com/|https://transliterating.ru/girlishly/rearranging/interrogates/evergreen/
